File Name	GCMF File Name	Address	Attributes	Origin	Radius	Texturecount	Materialcount	Translucidmaterialcount	Transformmatrixcount	Zero_0x1F	Indicesrelptr	Zero_0x24	Transformmatrixdefaultindices	Texture	TransformMatrix	Material	
cmn_b_04.gma	cmn_b_04.gma	00000040	_16Bit	(0.0, 1.0, 0.0)	2.265261	12	6	1	0	0	448	0	X	X	X	X	
cmn_b_04.gma	cmn_b_04.gma	00000040	_16Bit	(0.0, 1.0, 0.0)	2.265261	12	6	1	0	0	448	0	X	X	X	X	
cmn_c.gma	cmn_c.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	1.919642	27	14	4	0	0	928	0	X	X	X	X	
	cmn_c.gma	00005740	_16Bit	(-0.2, 0.2, 1.0)	1.160198	0	0	0	0	0	64	0	X	X	X	X	
cmn_c_02.gma	cmn_c_02.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	1.920716	26	13	4	0	0	896	0	X	X	X	X	
cmn_c_03.gma	cmn_c_03.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	1.923001	23	12	2	0	0	800	0	X	X	X	X	
cmn_c_03.gma	cmn_c_03.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	1.923001	23	12	2	0	0	800	0	X	X	X	X	
cmn_c_04.gma	cmn_c_04.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	1.918699	17	9	1	0	0	608	0	X	X	X	X	
cmn_c_04.gma	cmn_c_04.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	1.918699	17	9	1	0	0	608	0	X	X	X	X	
common.gma	common.gma	00000120	0	(0.0, 0.0, 0.0)	5.153882	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	00000280	_16Bit	(0.0, 0.1, 0.0)	2.193171	5	4	0	0	0	224	0	X	X	X	X	
	common.gma	00000AC0	_16Bit	(0.0, 0.5, 0.0)	1.118036	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	00000D60	_16Bit	(0.0, 0.0, 0.0)	1.118034	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	00001260	_16Bit	(0.0, 0.0, 0.0)	1	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	000035C0	_16Bit	(0.5, 0.5, 0.0)	0.7071068	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	000036C0	_16Bit	(0.6, 0.6, 0.5)	1.08194	0	4	0	0	0	64	0	X	X	X	X	
	common.gma	00004980	_16Bit	(0.0, 0.0, -0.5)	0.507777	0	1	0	0	0	64	0	X	X	X	X	
	common.gma	00004C40	0	(0.0, -0.1, 0.0)	5.010018	13	12	1	0	0	480	0	X	X	X	X	
	common.gma	0000B540	_16Bit	(0.0, 1.5, -0.4)	2.21698	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	0000B6A0	_16Bit	(0.0, 1.5, -0.4)	2.21698	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	0000B800	_16Bit	(0.0, 1.5, -0.4)	2.21698	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	0000B960	_16Bit	(0.0, 1.5, -0.4)	2.21698	1	1	0	0	0	96	0	X	X	X	X	
	common.gma	0000BAC0	_16Bit	(0.0, 1.5, -0.4)	2.21698	1	1	0	0	0	96	0	X	X	X	X	
crashmdl.gma	crashmdl.gma	00000140	_16Bit	(0.0, 0.6, -0.2)	2.089695	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	000025A0	_16Bit	(0.0, 0.5, -0.1)	1.834979	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	00005320	_16Bit	(0.1, 0.5, -0.2)	1.922672	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	00007F40	_16Bit	(0.0, 0.5, -0.1)	1.713078	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	0000A940	_16Bit	(0.0, 0.4, -0.1)	2.028426	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	0000D360	_16Bit	(0.0, 0.4, -0.1)	1.874662	4	4	0	0	0	192	0	X	X	X	X	
	crashmdl.gma	0000FA60	_16Bit	(0.0, 0.6, 0.2)	2.079184	1	1	0	0	0	96	0	X	X	X	X	
	crashmdl.gma	00013760	_16Bit	(0.1, 0.9, 0.1)	2.455591	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	00016160	_16Bit	(-0.1, 1.2, -0.2)	2.060902	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	00018280	_16Bit	(0.0, 0.7, -0.2)	1.872966	4	4	0	0	0	192	0	X	X	X	X	
	crashmdl.gma	0001C2A0	_16Bit	(-0.1, 0.6, 0.0)	2.626356	4	4	0	0	0	192	0	X	X	X	X	
	crashmdl.gma	0001ECC0	_16Bit	(0.0, 0.3, -0.1)	1.202435	1	1	0	0	0	96	0	X	X	X	X	
	crashmdl.gma	00021080	_16Bit	(0.0, 0.7, -0.1)	1.979004	2	2	0	0	0	128	0	X	X	X	X	
	crashmdl.gma	00023E00	_16Bit	(0.0, 0.8, 0.0)	1.768917	3	3	0	0	0	160	0	X	X	X	X	
	crashmdl.gma	000264A0	_16Bit	(0.1, 0.6, 0.0)	2.066683	4	4	0	0	0	192	0	X	X	X	X	
custom.gma	custom.gma	00000080	_16Bit	(0.0, -0.2, 0.0)	3.538714	3	0	2	0	0	160	0	X	X	X	X	
	custom.gma	00000640	0	(0.0, 2.6, 0.0)	4.030509	1	0	1	0	0	96	0	X	X	X	X	
	custom.gma	000007A0	0	(-0.1, 2.4, 0.1)	2.916923	1	0	1	0	0	96	0	X	X	X	X	
	custom.gma	00007A60	0	(0.3, 2.4, 0.6)	4.713465	4	0	2	0	0	192	0	X	X	X	X	
	custom.gma	000090A0	0	(0.0, 5.3, 2.3)	6.350798	10	3	3	0	0	384	0	X	X	X	X	
	custom.gma	0000D9E0	_16Bit	(0.0, 0.0, 0.0)	2.929697	1	1	0	0	0	96	0	X	X	X	X	
dai.gma	dai.gma	000000A0	SkinModel	(0.0, 0.0, 0.0)	0.2423114	8	7	0	18	0	1184	0	X	X	X	X	
	dai.gma	00016F80	SkinModel	(0.0, 0.0, 0.1)	0.1141381	4	4	0	33	0	1792	0	X	X	X	X	
	dai.gma	00022D40	SkinModel	(0.0, 0.0, 0.0)	0.04387552	1	1	0	16	0	864	0	X	X	X	X	
	dai.gma	00028F00	SkinModel	(0.0, 0.0, 0.0)	0.04387552	1	1	0	16	0	864	0	X	X	X	X	
	dai.gma	0002F0A0	EffectiveModel	(0.1, 0.1, 0.0)	0.05674015	1	1	0	0	0	96	0	X	X	X	X	
	dai.gma	0002FB80	SkinModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
dai_100.gma	dai_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.2346815	7	7	0	9	0	736	0	X	X	X	X	
dai_100.gma	dai_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.2346815	7	7	0	9	0	736	0	X	X	X	X	
dai_100.gma	dai_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.2346815	7	7	0	9	0	736	0	X	X	X	X	
dai_500.gma	dai_500.gma	00000020	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.2571531	11	11	0	16	0	1184	0	X	X	X	X	
dai_500.gma	dai_500.gma	00000020	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.2571531	11	11	0	16	0	1184	0	X	X	X	X	
dai_1000.gma	dai_1000.gma	00000060	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.2556074	10	10	0	14	0	1056	0	X	X	X	X	
	dai_1000.gma	000071E0	EffectiveModel	(0.1, 0.1, 0.0)	0.05674015	1	1	0	0	0	96	0	X	X	X	X	
	dai_1000.gma	00007CC0	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.04403572	16	16	0	15	0	1312	0	X	X	X	X	
	dai_1000.gma	0000B1A0	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.04404062	16	16	0	15	0	1312	0	X	X	X	X	
dai_1000.gma	dai_1000.gma	00000060	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.2556074	10	10	0	14	0	1056	0	X	X	X	X	
	dai_1000.gma	000071E0	EffectiveModel	(0.1, 0.1, 0.0)	0.05674015	1	1	0	0	0	96	0	X	X	X	X	
	dai_1000.gma	00007CC0	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.04403572	16	16	0	15	0	1312	0	X	X	X	X	
	dai_1000.gma	0000B1A0	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.04404062	16	16	0	15	0	1312	0	X	X	X	X	
dai_3000.gma	dai_3000.gma	000000A0	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.2423114	8	7	0	18	0	1184	0	X	X	X	X	
	dai_3000.gma	00008220	SkinModel	(0.0, 0.0, 0.1)	0.1141381	4	4	0	33	0	1792	0	X	X	X	X	
	dai_3000.gma	00013FE0	SkinModel	(0.0, 0.0, 0.0)	0.04387552	1	1	0	16	0	864	0	X	X	X	X	
	dai_3000.gma	0001A1A0	SkinModel	(0.0, 0.0, 0.0)	0.04387552	1	1	0	16	0	864	0	X	X	X	X	
	dai_3000.gma	00020340	EffectiveModel	(0.1, 0.1, 0.0)	0.05674015	1	1	0	0	0	96	0	X	X	X	X	
	dai_3000.gma	00020E20	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
dai_face.gma	dai_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.1115303	3	3	0	0	0	160	0	X	X	X	X	
dai_face.gma	dai_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.1115303	3	3	0	0	0	160	0	X	X	X	X	
daigoroh.gma	daigoroh.gma	00000140	SkinModel	(0.0, -0.1, 0.0)	0.354397	14	14	0	17	0	1344	0	X	X	X	X	
	daigoroh.gma	0001D180	SkinModel	(0.0, 0.0, 0.0)	0.1135903	8	8	0	39	0	2208	0	X	X	X	X	
	daigoroh.gma	00030540	SkinModel	(0.0, 0.0, 0.0)	0.05794774	1	1	0	16	0	864	0	X	X	X	X	
	daigoroh.gma	000367E0	EffectiveModel	(0.1, 0.0, 0.0)	0.08949094	2	2	0	0	0	128	0	X	X	X	X	
	daigoroh.gma	00037140	EffectiveModel	(0.1, 0.1, 0.0)	0.05721197	1	1	0	0	0	96	0	X	X	X	X	
	daigoroh.gma	00037940	EffectiveModel	(0.1, 0.1, 0.0)	0.07027512	1	1	0	0	0	96	0	X	X	X	X	
	daigoroh.gma	00038180	SkinModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
	daigoroh.gma	000384A0	_16Bit	(0.0, 0.0, 0.0)	0.1242612	15	14	0	0	0	544	0	X	X	X	X	
	daigoroh.gma	0004F0E0	EffectiveModel	(0.1, 0.0, 0.0)	0.114571	2	2	0	0	0	128	0	X	X	X	X	
	daigoroh.gma	0004FEA0	SkinModel	(0.0, 0.0, 0.0)	0.05794773	1	1	0	16	0	864	0	X	X	X	X	
	daigoroh.gma	00056140	SkinModel	(0.0, 0.0, -0.2)	0.293907	4	3	0	1	0	256	0	X	X	X	X	
daigoroh_100.gma	daigoroh_100.gma	00000040	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.3411647	11	11	0	9	0	864	0	X	X	X	X	
daigoroh_100.gma	daigoroh_100.gma	00000040	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.3411647	11	11	0	9	0	864	0	X	X	X	X	
daigoroh_100.gma	daigoroh_100.gma	00000040	_16Bit, StitchingModel	(0.0, 0.1, 0.0)	0.3411647	11	11	0	9	0	864	0	X	X	X	X	
daigoroh_500.gma	daigoroh_500.gma	00000040	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.3742872	21	21	0	17	0	1568	0	X	X	X	X	
daigoroh_500.gma	daigoroh_500.gma	00000040	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.3742872	21	21	0	17	0	1568	0	X	X	X	X	
daigoroh_1000.gma	daigoroh_1000.gma	00000040	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.374803	20	20	0	17	0	1536	0	X	X	X	X	
	daigoroh_1000.gma	0000ADA0	SkinModel	(0.0, 0.0, -0.2)	0.293907	4	3	0	1	0	256	0	X	X	X	X	
daigoroh_3000.gma	daigoroh_3000.gma	00000140	EffectiveModel	(0.1, 0.1, 0.0)	0.05721197	1	1	0	0	0	96	0	X	X	X	X	
	daigoroh_3000.gma	00000940	EffectiveModel	(0.1, 0.1, 0.0)	0.07027512	1	1	0	0	0	96	0	X	X	X	X	
	daigoroh_3000.gma	00001180	_16Bit, StitchingModel	(0.0, -0.1, 0.0)	0.354397	14	14	0	17	0	1344	0	X	X	X	X	
	daigoroh_3000.gma	0000A3A0	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
	daigoroh_3000.gma	0000A560	_16Bit	(0.0, 0.0, 0.0)	0.1242612	15	14	0	0	0	544	0	X	X	X	X	
	daigoroh_3000.gma	000211A0	SkinModel	(0.0, 0.0, 0.0)	0.1135903	8	8	0	39	0	2208	0	X	X	X	X	
	daigoroh_3000.gma	00034560	SkinModel	(0.0, 0.0, 0.0)	0.05794774	1	1	0	16	0	864	0	X	X	X	X	
	daigoroh_3000.gma	0003A800	SkinModel	(0.0, 0.0, 0.0)	0.05794773	1	1	0	16	0	864	0	X	X	X	X	
	daigoroh_3000.gma	00040AA0	EffectiveModel	(0.1, 0.0, 0.0)	0.114571	2	2	0	0	0	128	0	X	X	X	X	
	daigoroh_3000.gma	00041860	EffectiveModel	(0.1, 0.0, 0.0)	0.08949094	2	2	0	0	0	128	0	X	X	X	X	
	daigoroh_3000.gma	000421C0	StitchingModel	(0.0, 0.0, -0.2)	0.293907	4	3	0	1	0	256	0	X	X	X	X	
daigoroh_face.gma	daigoroh_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.1153709	2	2	0	0	0	128	0	X	X	X	X	
daigoroh_face.gma	daigoroh_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.1153709	2	2	0	0	0	128	0	X	X	X	X	
danc.gma	danc.gma	00000060	_16Bit	(0.0, 1.0, 0.0)	2.642245	35	18	7	0	0	1184	0	X	X	X	X	
	danc.gma	0000CD40	_16Bit	(0.0, 0.7, 1.3)	1.494264	0	0	0	0	0	64	0	X	X	X	X	
	danc.gma	0000CD80	_16Bit	(0.0, 0.0, 0.1)	0.1252556	1	1	0	0	0	96	0	X	X	X	X	
danc_02.gma	danc_02.gma	00000040	_16Bit	(0.0, 1.0, 0.0)	2.640675	32	16	7	0	0	1088	0	X	X	X	X	
danc_02.gma	danc_02.gma	00000040	_16Bit	(0.0, 1.0, 0.0)	2.640675	32	16	7	0	0	1088	0	X	X	X	X	
danc_02emb.gma	danc_02emb.gma	00000040	_16Bit	(0.0, 1.0, -0.2)	2.557826	1	1	0	0	0	96	0	X	X	X	X	
danc_03.gma	danc_03.gma	00000040	_16Bit	(0.0, 1.0, 0.0)	2.665312	21	9	5	0	0	736	0	X	X	X	X	
danc_03.gma	danc_03.gma	00000040	_16Bit	(0.0, 1.0, 0.0)	2.665312	21	9	5	0	0	736	0	X	X	X	X	
danc_03emb.gma	danc_03emb.gma	00000040	_16Bit	(0.0, 1.0, -0.2)	2.54468	1	1	0	0	0	96	0	X	X	X	X	
danc_04.gma	danc_04.gma	00000040	_16Bit	(0.0, 1.0, -0.2)	2.554155	7	4	3	0	0	288	0	X	X	X	X	
danc_04.gma	danc_04.gma	00000040	_16Bit	(0.0, 1.0, -0.2)	2.554155	7	4	3	0	0	288	0	X	X	X	X	
danc_emb.gma	danc_emb.gma	00000040	_16Bit	(0.0, 1.0, -0.1)	2.592727	1	1	0	0	0	96	0	X	X	X	X	
darks.gma	darks.gma	00000060	_16Bit	(0.0, 0.8, 0.0)	2.766405	20	16	1	0	0	704	0	X	X	X	X	
	darks.gma	0000AAC0	_16Bit	(0.2, 0.4, 0.9)	1.796821	0	0	0	0	0	64	0	X	X	X	X	
	darks.gma	0000AB00	_16Bit	(0.0, 0.0, 0.1)	0.1569343	1	1	0	0	0	96	0	X	X	X	X	
darks_02.gma	darks_02.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.766405	17	13	1	0	0	608	0	X	X	X	X	
darks_02.gma	darks_02.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.766405	17	13	1	0	0	608	0	X	X	X	X	
darks_02emb.gma	darks_02emb.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.766405	1	1	0	0	0	96	0	X	X	X	X	
darks_03.gma	darks_03.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.763479	14	10	1	0	0	512	0	X	X	X	X	
darks_03.gma	darks_03.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.763479	14	10	1	0	0	512	0	X	X	X	X	
darks_03emb.gma	darks_03emb.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.742334	1	1	0	0	0	96	0	X	X	X	X	
darks_04.gma	darks_04.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.763479	5	5	0	0	0	224	0	X	X	X	X	
darks_04.gma	darks_04.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.763479	5	5	0	0	0	224	0	X	X	X	X	
darks_emb.gma	darks_emb.gma	00000020	_16Bit	(0.0, 0.8, 0.0)	2.766405	1	1	0	0	0	96	0	X	X	X	X	
dclaw.gma	dclaw.gma	00000060	_16Bit	(0.0, 0.7, 0.0)	2.327586	34	14	7	0	0	1152	0	X	X	X	X	
	dclaw.gma	0000D140	_16Bit	(0.3, 0.4, 0.5)	1.73379	0	0	0	0	0	64	0	X	X	X	X	
	dclaw.gma	0000D180	_16Bit	(0.0, 0.0, 0.1)	0.1569343	1	1	0	0	0	96	0	X	X	X	X	
dclaw_02.gma	dclaw_02.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.327586	32	12	7	0	0	1088	0	X	X	X	X	
dclaw_02.gma	dclaw_02.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.327586	32	12	7	0	0	1088	0	X	X	X	X	
dclaw_02emb.gma	dclaw_02emb.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.327586	1	1	0	0	0	96	0	X	X	X	X	
dclaw_03.gma	dclaw_03.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.338364	24	8	5	0	0	832	0	X	X	X	X	
dclaw_03.gma	dclaw_03.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.338364	24	8	5	0	0	832	0	X	X	X	X	
dclaw_03emb.gma	dclaw_03emb.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.338364	1	1	0	0	0	96	0	X	X	X	X	
dclaw_04.gma	dclaw_04.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.325781	5	5	0	0	0	224	0	X	X	X	X	
dclaw_04.gma	dclaw_04.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.325781	5	5	0	0	0	224	0	X	X	X	X	
dclaw_emb.gma	dclaw_emb.gma	00000040	_16Bit	(0.0, 0.7, 0.0)	2.327586	1	1	0	0	0	96	0	X	X	X	X	
digiboy.gma	digiboy.gma	000000E0	SkinModel	(0.0, -0.1, 0.0)	0.4702656	31	21	0	21	0	2080	0	X	X	X	X	
	digiboy.gma	0002E1A0	SkinModel	(0.0, 0.0, 0.0)	0.08480593	10	7	0	21	0	1408	0	X	X	X	X	
	digiboy.gma	0003FC80	SkinModel	(0.0, 0.0, 0.0)	0.05401726	1	1	0	16	0	864	0	X	X	X	X	
	digiboy.gma	0004C560	SkinModel	(0.0, 0.0, 0.0)	0.05401726	1	1	0	16	0	864	0	X	X	X	X	
	digiboy.gma	00058E00	_16Bit	(0.0, 0.0, 0.0)	0.06357718	1	1	0	0	0	96	0	X	X	X	X	
	digiboy.gma	000593A0	EffectiveModel	(0.1, 0.0, 0.0)	0.08793774	1	1	0	0	0	96	0	X	X	X	X	
	digiboy.gma	0005A3E0	EffectiveModel	(0.1, 0.0, 0.0)	0.08793774	1	1	0	0	0	96	0	X	X	X	X	
	digiboy.gma	0005B400	SkinModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
digiboy_100.gma	digiboy_100.gma	00000020	StitchingModel	(0.0, 0.1, 0.0)	0.4318262	7	7	0	7	0	640	0	X	X	X	X	
digiboy_100.gma	digiboy_100.gma	00000020	StitchingModel	(0.0, 0.1, 0.0)	0.4318262	7	7	0	7	0	640	0	X	X	X	X	
digiboy_100.gma	digiboy_100.gma	00000020	StitchingModel	(0.0, 0.1, 0.0)	0.4318262	7	7	0	7	0	640	0	X	X	X	X	
digiboy_500.gma	digiboy_500.gma	00000020	StitchingModel	(0.0, -0.1, 0.0)	0.4957547	26	26	0	18	0	1760	0	X	X	X	X	
digiboy_500.gma	digiboy_500.gma	00000020	StitchingModel	(0.0, -0.1, 0.0)	0.4957547	26	26	0	18	0	1760	0	X	X	X	X	
digiboy_1000.gma	digiboy_1000.gma	00000020	StitchingModel	(0.0, -0.1, 0.0)	0.5231327	31	31	0	18	0	1920	0	X	X	X	X	
digiboy_3000.gma	digiboy_3000.gma	000000E0	_16Bit, StitchingModel	(0.0, -0.1, 0.0)	0.4702656	31	21	0	21	0	2080	0	X	X	X	X	
	digiboy_3000.gma	0000F000	SkinModel	(0.0, 0.0, 0.0)	0.08480593	10	7	0	21	0	1408	0	X	X	X	X	
	digiboy_3000.gma	00020AE0	SkinModel	(0.0, 0.0, 0.0)	0.05401726	1	1	0	16	0	864	0	X	X	X	X	
	digiboy_3000.gma	0002D3C0	SkinModel	(0.0, 0.0, 0.0)	0.05401726	1	1	0	16	0	864	0	X	X	X	X	
	digiboy_3000.gma	00039C60	EffectiveModel	(0.1, 0.0, 0.0)	0.08793774	1	1	0	0	0	96	0	X	X	X	X	
	digiboy_3000.gma	0003ACA0	EffectiveModel	(0.1, 0.0, 0.0)	0.08793774	1	1	0	0	0	96	0	X	X	X	X	
	digiboy_3000.gma	0003BCC0	_16Bit	(0.0, 0.0, 0.0)	0.06357718	1	1	0	0	0	96	0	X	X	X	X	
	digiboy_3000.gma	0003C260	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
digiboy_face.gma	digiboy_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.09803772	2	2	0	0	0	128	0	X	X	X	X	
digiboy_face.gma	digiboy_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.09803772	2	2	0	0	0	128	0	X	X	X	X	
don.gma	don.gma	000000A0	SkinModel	(0.0, 0.0, 0.0)	0.8049155	26	17	0	16	0	1664	0	X	X	X	X	
	don.gma	0002A640	SkinModel	(0.0, 0.0, 0.1)	0.2165548	7	7	0	37	0	2080	0	X	X	X	X	
	don.gma	00038720	SkinModel	(0.1, 0.0, 0.0)	0.1009413	2	2	0	16	0	896	0	X	X	X	X	
	don.gma	00040B20	SkinModel	(0.1, 0.0, 0.0)	0.1328181	2	2	0	16	0	896	0	X	X	X	X	
	don.gma	00048C60	EffectiveModel	(0.3, 0.2, 0.0)	0.4716039	1	1	0	0	0	96	0	X	X	X	X	
	don.gma	0004A2C0	SkinModel	(0.0, 0.0, 0.2)	0.1920452	4	2	0	1	0	256	0	X	X	X	X	
	don.gma	0004BE20	SkinModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
don_100.gma	don_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.2, 0.0)	0.8146998	8	8	0	7	0	672	0	X	X	X	X	
don_100.gma	don_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.2, 0.0)	0.8146998	8	8	0	7	0	672	0	X	X	X	X	
don_100.gma	don_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.2, 0.0)	0.8146998	8	8	0	7	0	672	0	X	X	X	X	
don_500.gma	don_500.gma	00000020	StitchingModel	(0.0, 0.1, 0.1)	0.848021	23	23	0	15	0	1536	0	X	X	X	X	
don_500.gma	don_500.gma	00000020	StitchingModel	(0.0, 0.1, 0.1)	0.848021	23	23	0	15	0	1536	0	X	X	X	X	
don_1000.gma	don_1000.gma	00000040	_16Bit, StitchingModel	(0.0, 0.1, 0.1)	0.8680316	23	23	0	15	0	1536	0	X	X	X	X	
	don_1000.gma	0000BB20	SkinModel	(0.0, 0.0, 0.2)	0.1920452	4	2	0	1	0	256	0	X	X	X	X	
don_3000.gma	don_3000.gma	000000A0	StitchingModel	(0.0, 0.0, 0.0)	0.8049155	26	17	0	16	0	1664	0	X	X	X	X	
	don_3000.gma	00019440	SkinModel	(0.0, 0.0, 0.1)	0.2165548	7	7	0	37	0	2080	0	X	X	X	X	
	don_3000.gma	00027520	SkinModel	(0.1, 0.0, 0.0)	0.1009413	2	2	0	16	0	896	0	X	X	X	X	
	don_3000.gma	0002F920	SkinModel	(0.1, 0.0, 0.0)	0.1328181	2	2	0	16	0	896	0	X	X	X	X	
	don_3000.gma	00037A60	EffectiveModel	(0.3, 0.2, 0.0)	0.4716039	1	1	0	0	0	96	0	X	X	X	X	
	don_3000.gma	000390C0	_16Bit, StitchingModel	(0.0, 0.0, 0.2)	0.1920452	4	2	0	1	0	256	0	X	X	X	X	
	don_3000.gma	00039CA0	_16Bit, StitchingModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
don_face.gma	don_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.1930959	2	2	0	0	0	128	0	X	X	X	X	
don_face.gma	don_face.gma	00000020	_16Bit	(0.0, 0.0, 0.0)	0.1930959	2	2	0	0	0	128	0	X	X	X	X	
draq.gma	draq.gma	00000080	SkinModel	(0.0, -0.1, 0.1)	0.7555096	30	23	0	18	0	1888	0	X	X	X	X	
	draq.gma	0002D440	SkinModel	(0.0, 0.0, 0.0)	0.1389811	2	3	0	28	0	1472	0	X	X	X	X	
	draq.gma	000370E0	SkinModel	(0.1, 0.0, 0.0)	0.1021678	1	1	0	16	0	864	0	X	X	X	X	
	draq.gma	0003F3A0	SkinModel	(0.1, 0.0, 0.0)	0.1021678	1	1	0	16	0	864	0	X	X	X	X	
	draq.gma	000476C0	SkinModel	(0.0, 0.0, 0.0)	0.1322826	3	1	0	1	0	224	0	X	X	X	X	
draq_100.gma	draq_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.2, 0.0)	0.7389488	10	10	0	8	0	768	0	X	X	X	X	
draq_100.gma	draq_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.2, 0.0)	0.7389488	10	10	0	8	0	768	0	X	X	X	X	
draq_100.gma	draq_100.gma	00000020	_16Bit, StitchingModel	(0.0, 0.2, 0.0)	0.7389488	10	10	0	8	0	768	0	X	X	X	X	
draq_500.gma	draq_500.gma	00000020	StitchingModel	(0.0, 0.0, 0.2)	0.8095551	20	20	0	18	0	1568	0	X	X	X	X	
draq_500.gma	draq_500.gma	00000020	StitchingModel	(0.0, 0.0, 0.2)	0.8095551	20	20	0	18	0	1568	0	X	X	X	X	
draq_1000.gma	draq_1000.gma	00000020	_16Bit, StitchingModel	(0.0, 0.0, 0.1)	0.8730482	19	20	0	18	0	1536	0	X	X	X	X	
draq_3000.gma	draq_3000.gma	00000080	StitchingModel	(0.0, -0.1, 0.1)	0.7555096	30	23	0	18	0	1888	0	X	X	X	X	
	draq_3000.gma	0001BCC0	SkinModel	(0.0, 0.0, 0.0)	0.1389811	2	3	0	28	0	1472	0	X	X	X	X	
