File Name	GCMF File Name	Address	Attributes	Origin	Radius	Texturecount	Materialcount	Translucidmaterialcount	Transformmatrixcount	Zero_0x1F	Indicesrelptr	Zero_0x24	Transformmatrixdefaultindices	Texture	TransformMatrix	Material	
parts_bdy04_03emb.gma	parts_bdy04_03emb.gma	00000040	_16Bit	(0.0, 0.6, 0.0)	1.887761	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy04_04.gma	parts_bdy04_04.gma	00000020	_16Bit	(0.0, 0.6, 0.0)	1.895897	2	2	0	0	0	128	0	X	X	X	X	
parts_bdy04_emb.gma	parts_bdy04_emb.gma	00000040	_16Bit	(0.0, 0.6, 0.0)	1.887761	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy05.gma	parts_bdy05.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	1.905992	30	18	2	0	0	1024	0	X	X	X	X	
	parts_bdy05.gma	00006B40	_16Bit	(0.0, 0.4, 0.5)	0.6173342	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy05_02.gma	parts_bdy05_02.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	1.905992	24	12	2	0	0	832	0	X	X	X	X	
parts_bdy05_02.gma	parts_bdy05_02.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	1.905992	24	12	2	0	0	832	0	X	X	X	X	
parts_bdy05_02emb.gma	parts_bdy05_02emb.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	1.905992	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy05_03.gma	parts_bdy05_03.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	1.911732	11	7	0	0	0	416	0	X	X	X	X	
parts_bdy05_03emb.gma	parts_bdy05_03emb.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	1.911732	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy05_04.gma	parts_bdy05_04.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	1.911732	5	3	0	0	0	224	0	X	X	X	X	
parts_bdy05_emb.gma	parts_bdy05_emb.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	1.905992	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy06.gma	parts_bdy06.gma	00000040	_16Bit	(0.0, 0.5, 0.3)	2.184785	34	20	2	0	0	1152	0	X	X	X	X	
	parts_bdy06.gma	00007560	_16Bit	(-0.3, 0.5, 0.7)	0.9415582	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy06_02.gma	parts_bdy06_02.gma	00000020	_16Bit	(0.0, 0.5, 0.3)	2.184785	22	12	2	0	0	768	0	X	X	X	X	
parts_bdy06_02.gma	parts_bdy06_02.gma	00000020	_16Bit	(0.0, 0.5, 0.3)	2.184785	22	12	2	0	0	768	0	X	X	X	X	
parts_bdy06_02emb.gma	parts_bdy06_02emb.gma	00000040	_16Bit	(0.0, 0.5, 0.3)	2.184181	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy06_03.gma	parts_bdy06_03.gma	00000020	_16Bit	(0.0, 0.5, 0.3)	2.179852	13	8	1	0	0	480	0	X	X	X	X	
parts_bdy06_03emb.gma	parts_bdy06_03emb.gma	00000040	_16Bit	(0.0, 0.5, 0.3)	2.179308	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy06_04.gma	parts_bdy06_04.gma	00000020	_16Bit	(0.0, 0.5, 0.3)	2.176054	4	2	0	0	0	192	0	X	X	X	X	
parts_bdy06_emb.gma	parts_bdy06_emb.gma	00000040	_16Bit	(0.0, 0.5, 0.3)	2.184785	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy07.gma	parts_bdy07.gma	00000040	_16Bit	(0.0, 0.9, -0.5)	2.189523	26	15	1	0	0	896	0	X	X	X	X	
	parts_bdy07.gma	00007E80	_16Bit	(0.0, 0.8, 0.1)	0.8344143	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy07_02.gma	parts_bdy07_02.gma	00000020	_16Bit	(0.0, 0.9, -0.5)	2.193209	18	9	1	0	0	640	0	X	X	X	X	
parts_bdy07_02.gma	parts_bdy07_02.gma	00000020	_16Bit	(0.0, 0.9, -0.5)	2.193209	18	9	1	0	0	640	0	X	X	X	X	
parts_bdy07_02emb.gma	parts_bdy07_02emb.gma	00000040	_16Bit	(0.0, 0.9, -0.5)	2.191802	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy07_03.gma	parts_bdy07_03.gma	00000020	_16Bit	(0.0, 0.9, -0.5)	2.193209	7	4	1	0	0	288	0	X	X	X	X	
parts_bdy07_03emb.gma	parts_bdy07_03emb.gma	00000040	_16Bit	(0.0, 0.9, -0.5)	2.191802	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy07_04.gma	parts_bdy07_04.gma	00000020	_16Bit	(0.0, 0.9, -0.5)	2.191318	4	3	0	0	0	192	0	X	X	X	X	
parts_bdy07_emb.gma	parts_bdy07_emb.gma	00000040	_16Bit	(0.0, 0.9, -0.5)	2.189523	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy08.gma	parts_bdy08.gma	00000040	_16Bit	(0.0, 0.5, -0.3)	1.920746	37	18	2	0	0	1248	0	X	X	X	X	
	parts_bdy08.gma	00006B20	_16Bit	(0.0, 0.0, 0.0)	3.716553E+27	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy08_02.gma	parts_bdy08_02.gma	00000020	_16Bit	(0.0, 0.5, -0.3)	1.925777	24	10	2	0	0	832	0	X	X	X	X	
parts_bdy08_02.gma	parts_bdy08_02.gma	00000020	_16Bit	(0.0, 0.5, -0.3)	1.925777	24	10	2	0	0	832	0	X	X	X	X	
parts_bdy08_02emb.gma	parts_bdy08_02emb.gma	00000040	_16Bit	(0.0, 0.5, -0.3)	1.925777	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy08_03.gma	parts_bdy08_03.gma	00000020	_16Bit	(0.0, 0.5, -0.3)	1.925777	7	3	0	0	0	288	0	X	X	X	X	
parts_bdy08_03emb.gma	parts_bdy08_03emb.gma	00000040	_16Bit	(0.0, 0.5, -0.3)	1.925777	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy08_04.gma	parts_bdy08_04.gma	00000020	_16Bit	(0.0, 0.5, -0.3)	1.919477	3	2	0	0	0	160	0	X	X	X	X	
parts_bdy08_emb.gma	parts_bdy08_emb.gma	00000040	_16Bit	(0.0, 0.5, -0.3)	1.920746	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy09.gma	parts_bdy09.gma	00000040	_16Bit	(0.0, 0.4, -0.2)	2.07649	35	19	4	0	0	1184	0	X	X	X	X	
	parts_bdy09.gma	00006BE0	_16Bit	(0.0, 0.4, 0.7)	0.8147014	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy09_02.gma	parts_bdy09_02.gma	00000020	_16Bit	(0.0, 0.4, -0.2)	2.07649	24	11	3	0	0	832	0	X	X	X	X	
parts_bdy09_02.gma	parts_bdy09_02.gma	00000020	_16Bit	(0.0, 0.4, -0.2)	2.07649	24	11	3	0	0	832	0	X	X	X	X	
parts_bdy09_02emb.gma	parts_bdy09_02emb.gma	00000040	_16Bit	(0.0, 0.4, -0.2)	2.07649	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy09_03.gma	parts_bdy09_03.gma	00000020	_16Bit	(0.0, 0.4, -0.2)	2.07649	20	12	2	0	0	704	0	X	X	X	X	
parts_bdy09_03emb.gma	parts_bdy09_03emb.gma	00000040	_16Bit	(0.0, 0.4, -0.2)	2.07649	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy09_04.gma	parts_bdy09_04.gma	00000020	_16Bit	(0.0, 0.4, -0.2)	2.07649	5	3	0	0	0	224	0	X	X	X	X	
parts_bdy09_emb.gma	parts_bdy09_emb.gma	00000040	_16Bit	(0.0, 0.4, -0.2)	2.07649	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy10.gma	parts_bdy10.gma	00000040	_16Bit	(0.0, 0.5, -0.1)	2.397699	19	14	1	0	0	672	0	X	X	X	X	
	parts_bdy10.gma	000061A0	_16Bit	(0.0, 0.6, 0.3)	0.6152425	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy10_02.gma	parts_bdy10_02.gma	00000020	_16Bit	(0.0, 0.5, -0.1)	2.397665	16	9	1	0	0	576	0	X	X	X	X	
parts_bdy10_02.gma	parts_bdy10_02.gma	00000020	_16Bit	(0.0, 0.5, -0.1)	2.397665	16	9	1	0	0	576	0	X	X	X	X	
parts_bdy10_02emb.gma	parts_bdy10_02emb.gma	00000040	_16Bit	(0.0, 0.5, -0.1)	2.397665	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy10_03.gma	parts_bdy10_03.gma	00000020	_16Bit	(0.0, 0.5, -0.1)	2.401235	6	4	1	0	0	256	0	X	X	X	X	
parts_bdy10_03emb.gma	parts_bdy10_03emb.gma	00000040	_16Bit	(0.0, 0.5, -0.1)	2.401235	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy10_04.gma	parts_bdy10_04.gma	00000020	_16Bit	(0.0, 0.5, -0.1)	2.398278	2	1	0	0	0	128	0	X	X	X	X	
parts_bdy10_emb.gma	parts_bdy10_emb.gma	00000040	_16Bit	(0.0, 0.4, -0.1)	2.400801	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy11.gma	parts_bdy11.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.835597	28	17	1	0	0	960	0	X	X	X	X	
	parts_bdy11.gma	00007F40	_16Bit	(0.0, 0.7, 0.1)	0.7684661	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy11_02.gma	parts_bdy11_02.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	1.834447	23	12	1	0	0	800	0	X	X	X	X	
parts_bdy11_02.gma	parts_bdy11_02.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	1.834447	23	12	1	0	0	800	0	X	X	X	X	
parts_bdy11_02emb.gma	parts_bdy11_02emb.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.834447	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy11_03.gma	parts_bdy11_03.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	1.834447	15	9	1	0	0	544	0	X	X	X	X	
parts_bdy11_03emb.gma	parts_bdy11_03emb.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.834447	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy11_04.gma	parts_bdy11_04.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	1.847219	3	2	0	0	0	160	0	X	X	X	X	
parts_bdy11_emb.gma	parts_bdy11_emb.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.835597	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy12.gma	parts_bdy12.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.87343	30	17	3	0	0	1024	0	X	X	X	X	
	parts_bdy12.gma	00007940	_16Bit	(0.0, 0.4, 0.7)	0.8453602	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy12_02.gma	parts_bdy12_02.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.873331	23	11	2	0	0	800	0	X	X	X	X	
parts_bdy12_02.gma	parts_bdy12_02.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.873331	23	11	2	0	0	800	0	X	X	X	X	
parts_bdy12_02emb.gma	parts_bdy12_02emb.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.873332	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy12_03.gma	parts_bdy12_03.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.879286	7	4	1	0	0	288	0	X	X	X	X	
parts_bdy12_03emb.gma	parts_bdy12_03emb.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.879286	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy12_04.gma	parts_bdy12_04.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.879286	2	1	0	0	0	128	0	X	X	X	X	
parts_bdy12_emb.gma	parts_bdy12_emb.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.87343	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy13.gma	parts_bdy13.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.827978	24	16	2	0	0	832	0	X	X	X	X	
	parts_bdy13.gma	000078C0	_16Bit	(0.0, 0.6, 0.6)	0.8015944	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy13_02.gma	parts_bdy13_02.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.832824	21	11	2	0	0	736	0	X	X	X	X	
parts_bdy13_02.gma	parts_bdy13_02.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.832824	21	11	2	0	0	736	0	X	X	X	X	
parts_bdy13_02emb.gma	parts_bdy13_02emb.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.835131	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy13_03.gma	parts_bdy13_03.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.83268	10	7	1	0	0	384	0	X	X	X	X	
parts_bdy13_03emb.gma	parts_bdy13_03emb.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.834867	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy13_04.gma	parts_bdy13_04.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	1.833119	2	1	0	0	0	128	0	X	X	X	X	
parts_bdy13_emb.gma	parts_bdy13_emb.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	1.830292	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy14.gma	parts_bdy14.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	2.100185	35	20	2	0	0	1184	0	X	X	X	X	
	parts_bdy14.gma	000081C0	_16Bit	(0.0, 0.5, 0.8)	0.901045	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy14_02.gma	parts_bdy14_02.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	2.10158	30	13	2	0	0	1024	0	X	X	X	X	
parts_bdy14_02.gma	parts_bdy14_02.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	2.10158	30	13	2	0	0	1024	0	X	X	X	X	
parts_bdy14_02emb.gma	parts_bdy14_02emb.gma	00000040	_16Bit	(0.0, 0.4, -0.2)	2.104549	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy14_03.gma	parts_bdy14_03.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	2.112404	13	8	0	0	0	480	0	X	X	X	X	
parts_bdy14_03emb.gma	parts_bdy14_03emb.gma	00000040	_16Bit	(0.0, 0.5, -0.2)	2.112404	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy14_04.gma	parts_bdy14_04.gma	00000020	_16Bit	(0.0, 0.5, -0.2)	2.103786	4	3	0	0	0	192	0	X	X	X	X	
parts_bdy14_emb.gma	parts_bdy14_emb.gma	00000040	_16Bit	(0.0, 0.4, -0.2)	2.103145	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy15.gma	parts_bdy15.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	2.586083	28	15	3	0	0	960	0	X	X	X	X	
	parts_bdy15.gma	000069E0	_16Bit	(0.0, 0.4, 0.9)	0.9688997	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy15_02.gma	parts_bdy15_02.gma	00000020	_16Bit	(0.0, 0.5, 0.1)	2.586083	26	11	3	0	0	896	0	X	X	X	X	
parts_bdy15_02.gma	parts_bdy15_02.gma	00000020	_16Bit	(0.0, 0.5, 0.1)	2.586083	26	11	3	0	0	896	0	X	X	X	X	
parts_bdy15_02emb.gma	parts_bdy15_02emb.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	2.586083	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy15_03.gma	parts_bdy15_03.gma	00000020	_16Bit	(0.0, 0.5, 0.0)	2.538012	12	6	0	0	0	448	0	X	X	X	X	
parts_bdy15_03emb.gma	parts_bdy15_03emb.gma	00000040	_16Bit	(0.0, 0.5, 0.0)	2.538012	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy15_04.gma	parts_bdy15_04.gma	00000020	_16Bit	(0.0, 0.5, 0.0)	2.532713	2	1	0	0	0	128	0	X	X	X	X	
parts_bdy15_emb.gma	parts_bdy15_emb.gma	00000040	_16Bit	(0.0, 0.5, 0.1)	2.586083	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy16.gma	parts_bdy16.gma	00000040	_16Bit	(0.0, 0.5, 0.0)	1.703342	28	16	2	0	0	960	0	X	X	X	X	
	parts_bdy16.gma	00008080	_16Bit	(0.0, 0.6, 0.8)	0.9779008	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy16_02.gma	parts_bdy16_02.gma	00000020	_16Bit	(0.0, 0.5, 0.0)	1.703342	23	11	2	0	0	800	0	X	X	X	X	
parts_bdy16_02.gma	parts_bdy16_02.gma	00000020	_16Bit	(0.0, 0.5, 0.0)	1.703342	23	11	2	0	0	800	0	X	X	X	X	
parts_bdy16_02emb.gma	parts_bdy16_02emb.gma	00000040	_16Bit	(0.0, 0.5, 0.0)	1.703342	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy16_03.gma	parts_bdy16_03.gma	00000020	_16Bit	(0.0, 0.5, 0.0)	1.703342	15	6	1	0	0	544	0	X	X	X	X	
parts_bdy16_03emb.gma	parts_bdy16_03emb.gma	00000040	_16Bit	(0.0, 0.6, 0.0)	1.687313	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy16_04.gma	parts_bdy16_04.gma	00000020	_16Bit	(0.0, 0.5, 0.0)	1.710303	2	2	0	0	0	128	0	X	X	X	X	
parts_bdy16_emb.gma	parts_bdy16_emb.gma	00000040	_16Bit	(0.0, 0.5, 0.0)	1.703342	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy17.gma	parts_bdy17.gma	00000040	_16Bit	(0.0, 0.3, -1.0)	2.389387	34	18	2	0	0	1152	0	X	X	X	X	
	parts_bdy17.gma	00008740	_16Bit	(0.0, 0.5, 0.5)	0.65488	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy17_02.gma	parts_bdy17_02.gma	00000020	_16Bit	(0.0, 0.3, -1.0)	2.38917	28	12	2	0	0	960	0	X	X	X	X	
parts_bdy17_02.gma	parts_bdy17_02.gma	00000020	_16Bit	(0.0, 0.3, -1.0)	2.38917	28	12	2	0	0	960	0	X	X	X	X	
parts_bdy17_02emb.gma	parts_bdy17_02emb.gma	00000040	_16Bit	(0.0, 0.3, -1.0)	2.389826	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy17_03.gma	parts_bdy17_03.gma	00000020	_16Bit	(0.0, 0.3, -1.0)	2.389082	13	6	1	0	0	480	0	X	X	X	X	
parts_bdy17_03emb.gma	parts_bdy17_03emb.gma	00000040	_16Bit	(0.0, 0.3, -1.0)	2.389082	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy17_04.gma	parts_bdy17_04.gma	00000020	_16Bit	(0.0, 0.4, -1.0)	2.344592	3	3	0	0	0	160	0	X	X	X	X	
parts_bdy17_emb.gma	parts_bdy17_emb.gma	00000040	_16Bit	(0.0, 0.3, -1.0)	2.390042	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy18.gma	parts_bdy18.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	2.112516	32	19	1	0	0	1088	0	X	X	X	X	
	parts_bdy18.gma	00007180	_16Bit	(0.0, 0.4, 0.5)	0.6180225	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy18_02.gma	parts_bdy18_02.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	2.113443	20	11	1	0	0	704	0	X	X	X	X	
parts_bdy18_02.gma	parts_bdy18_02.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	2.113443	20	11	1	0	0	704	0	X	X	X	X	
parts_bdy18_02emb.gma	parts_bdy18_02emb.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	2.113443	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy18_03.gma	parts_bdy18_03.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	2.11305	11	6	1	0	0	416	0	X	X	X	X	
parts_bdy18_03emb.gma	parts_bdy18_03emb.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	2.113443	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy18_04.gma	parts_bdy18_04.gma	00000020	_16Bit	(0.0, 0.4, -0.5)	2.113443	4	3	0	0	0	192	0	X	X	X	X	
parts_bdy18_emb.gma	parts_bdy18_emb.gma	00000040	_16Bit	(0.0, 0.4, -0.5)	2.112516	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy19.gma	parts_bdy19.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.973925	26	15	1	0	0	896	0	X	X	X	X	
	parts_bdy19.gma	000062E0	_16Bit	(0.0, 0.5, 0.7)	0.9115893	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy19_02.gma	parts_bdy19_02.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	1.973926	20	9	1	0	0	704	0	X	X	X	X	
parts_bdy19_02.gma	parts_bdy19_02.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	1.973926	20	9	1	0	0	704	0	X	X	X	X	
parts_bdy19_02emb.gma	parts_bdy19_02emb.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.973925	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy19_03.gma	parts_bdy19_03.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	1.973925	9	4	1	0	0	352	0	X	X	X	X	
parts_bdy19_03emb.gma	parts_bdy19_03emb.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.973925	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy19_04.gma	parts_bdy19_04.gma	00000020	_16Bit	(0.0, 0.6, -0.3)	2.002318	2	1	0	0	0	128	0	X	X	X	X	
parts_bdy19_emb.gma	parts_bdy19_emb.gma	00000040	_16Bit	(0.0, 0.6, -0.3)	1.973925	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy20.gma	parts_bdy20.gma	00000040	_16Bit	(0.0, 0.6, -0.7)	1.962506	30	17	1	0	0	1024	0	X	X	X	X	
	parts_bdy20.gma	00007DE0	_16Bit	(0.0, 0.6, 0.2)	0.6761087	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy20_02.gma	parts_bdy20_02.gma	00000020	_16Bit	(0.0, 0.6, -0.7)	1.968358	22	11	1	0	0	768	0	X	X	X	X	
parts_bdy20_02.gma	parts_bdy20_02.gma	00000020	_16Bit	(0.0, 0.6, -0.7)	1.968358	22	11	1	0	0	768	0	X	X	X	X	
parts_bdy20_02emb.gma	parts_bdy20_02emb.gma	00000040	_16Bit	(0.0, 0.6, -0.7)	1.968358	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy20_03.gma	parts_bdy20_03.gma	00000020	_16Bit	(0.0, 0.6, -0.7)	1.968358	10	5	1	0	0	384	0	X	X	X	X	
parts_bdy20_03emb.gma	parts_bdy20_03emb.gma	00000040	_16Bit	(0.0, 0.6, -0.7)	1.968358	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy20_04.gma	parts_bdy20_04.gma	00000020	_16Bit	(0.0, 0.6, -0.6)	1.975644	2	1	0	0	0	128	0	X	X	X	X	
parts_bdy20_emb.gma	parts_bdy20_emb.gma	00000040	_16Bit	(0.0, 0.6, -0.7)	1.962506	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy21.gma	parts_bdy21.gma	00000040	_16Bit	(0.0, 0.6, 0.1)	2.180437	29	16	1	0	0	992	0	X	X	X	X	
	parts_bdy21.gma	00006F40	_16Bit	(0.0, 0.8, 0.2)	0.8687477	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy21_02.gma	parts_bdy21_02.gma	00000020	_16Bit	(0.0, 0.6, 0.1)	2.178844	24	11	1	0	0	832	0	X	X	X	X	
parts_bdy21_02.gma	parts_bdy21_02.gma	00000020	_16Bit	(0.0, 0.6, 0.1)	2.178844	24	11	1	0	0	832	0	X	X	X	X	
parts_bdy21_02emb.gma	parts_bdy21_02emb.gma	00000040	_16Bit	(0.0, 0.6, 0.1)	2.178582	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy21_03.gma	parts_bdy21_03.gma	00000020	_16Bit	(0.0, 0.6, 0.1)	2.178582	12	7	0	0	0	448	0	X	X	X	X	
parts_bdy21_03emb.gma	parts_bdy21_03emb.gma	00000040	_16Bit	(0.0, 0.6, 0.1)	2.178582	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy21_04.gma	parts_bdy21_04.gma	00000020	_16Bit	(0.0, 0.6, 0.1)	2.178582	4	2	0	0	0	192	0	X	X	X	X	
parts_bdy21_emb.gma	parts_bdy21_emb.gma	00000040	_16Bit	(0.0, 0.6, 0.1)	2.180176	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy22.gma	parts_bdy22.gma	00000040	_16Bit	(0.0, 0.6, 0.0)	2.40203	25	15	2	0	0	864	0	X	X	X	X	
	parts_bdy22.gma	000089E0	_16Bit	(0.0, 0.5, 0.4)	0.9618978	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy22_02.gma	parts_bdy22_02.gma	00000020	_16Bit	(0.0, 0.6, 0.0)	2.409841	20	10	2	0	0	704	0	X	X	X	X	
parts_bdy22_02.gma	parts_bdy22_02.gma	00000020	_16Bit	(0.0, 0.6, 0.0)	2.409841	20	10	2	0	0	704	0	X	X	X	X	
parts_bdy22_02emb.gma	parts_bdy22_02emb.gma	00000040	_16Bit	(0.0, 0.5, 0.0)	2.41215	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy22_03.gma	parts_bdy22_03.gma	00000020	_16Bit	(0.0, 0.6, 0.0)	2.409385	10	5	1	0	0	384	0	X	X	X	X	
parts_bdy22_03emb.gma	parts_bdy22_03emb.gma	00000040	_16Bit	(0.0, 0.6, 0.0)	2.409841	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy22_04.gma	parts_bdy22_04.gma	00000020	_16Bit	(0.0, 0.6, 0.0)	2.407955	2	2	0	0	0	128	0	X	X	X	X	
parts_bdy22_emb.gma	parts_bdy22_emb.gma	00000040	_16Bit	(0.0, 0.5, 0.0)	2.404307	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy23.gma	parts_bdy23.gma	00000040	_16Bit	(0.0, 0.8, -0.5)	1.838178	28	17	1	0	0	960	0	X	X	X	X	
	parts_bdy23.gma	000077C0	_16Bit	(0.0, 0.6, 0.0)	0.8516514	0	0	0	0	0	64	0	X	X	X	X	
parts_bdy23_02.gma	parts_bdy23_02.gma	00000020	_16Bit	(0.0, 0.8, -0.5)	1.838178	25	12	1	0	0	864	0	X	X	X	X	
parts_bdy23_02.gma	parts_bdy23_02.gma	00000020	_16Bit	(0.0, 0.8, -0.5)	1.838178	25	12	1	0	0	864	0	X	X	X	X	
parts_bdy23_02emb.gma	parts_bdy23_02emb.gma	00000040	_16Bit	(0.0, 0.5, -0.5)	1.805871	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy23_03.gma	parts_bdy23_03.gma	00000020	_16Bit	(0.0, 0.8, -0.5)	1.837098	17	8	1	0	0	608	0	X	X	X	X	
parts_bdy23_03emb.gma	parts_bdy23_03emb.gma	00000040	_16Bit	(0.0, 0.5, -0.5)	1.805833	1	1	0	0	0	96	0	X	X	X	X	
parts_bdy23_04.gma	parts_bdy23_04.gma	00000020	_16Bit	(0.0, 0.8, -0.5)	1.83773	3	3	0	0	0	160	0	X	X	X	X	
parts_bdy23_emb.gma	parts_bdy23_emb.gma	00000040	_16Bit	(0.0, 0.5, -0.5)	1.805871	1	1	0	0	0	96	0	X	X	X	X	
